crop_path,split,class_name,image_path_abs,x,y,w,h,img_size,enhanced_before_crop
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/val/other-sign/KOVEitqtwwnA9wbdYmQBgw_x2184_y775_w10_h13.png,val,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KOVEitqtwwnA9wbdYmQBgw.jpg,2184,775,10,13,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/val/other-sign/KOVEitqtwwnA9wbdYmQBgw_x1932_y801_w40_h49.png,val,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KOVEitqtwwnA9wbdYmQBgw.jpg,1932,801,40,49,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/val/other-sign/KOVEitqtwwnA9wbdYmQBgw_x1765_y494_w398_h239.png,val,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KOVEitqtwwnA9wbdYmQBgw.jpg,1765,494,398,239,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/val/other-sign/KOVEitqtwwnA9wbdYmQBgw_x1370_y1039_w19_h24.png,val,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KOVEitqtwwnA9wbdYmQBgw.jpg,1370,1039,19,24,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/val/other-sign/KOVEitqtwwnA9wbdYmQBgw_x2324_y702_w172_h99.png,val,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KOVEitqtwwnA9wbdYmQBgw.jpg,2324,702,172,99,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/val/other-sign/KOVEitqtwwnA9wbdYmQBgw_x2316_y774_w185_h89.png,val,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KOVEitqtwwnA9wbdYmQBgw.jpg,2316,774,185,89,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/val/other-sign/KOVEitqtwwnA9wbdYmQBgw_x1361_y1069_w19_h19.png,val,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KOVEitqtwwnA9wbdYmQBgw.jpg,1361,1069,19,19,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/val/other-sign/KOVEitqtwwnA9wbdYmQBgw_x1347_y1044_w16_h22.png,val,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KOVEitqtwwnA9wbdYmQBgw.jpg,1347,1044,16,22,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/val/other-sign/KOVEitqtwwnA9wbdYmQBgw_x1066_y919_w106_h125.png,val,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KOVEitqtwwnA9wbdYmQBgw.jpg,1066,919,106,125,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/val/other-sign/KOVEitqtwwnA9wbdYmQBgw_x1234_y739_w98_h69.png,val,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KOVEitqtwwnA9wbdYmQBgw.jpg,1234,739,98,69,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/val/other-sign/KOVEitqtwwnA9wbdYmQBgw_x1917_y785_w74_h110.png,val,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KOVEitqtwwnA9wbdYmQBgw.jpg,1917,785,74,110,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/val/other-sign/KOVEitqtwwnA9wbdYmQBgw_x1385_y1063_w18_h22.png,val,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KOVEitqtwwnA9wbdYmQBgw.jpg,1385,1063,18,22,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/val/other-sign/KOVEitqtwwnA9wbdYmQBgw_x1391_y1035_w19_h22.png,val,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KOVEitqtwwnA9wbdYmQBgw.jpg,1391,1035,19,22,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/val/other-sign/KOVEitqtwwnA9wbdYmQBgw_x1110_y1081_w44_h70.png,val,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KOVEitqtwwnA9wbdYmQBgw.jpg,1110,1081,44,70,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/val/other-sign/KOVEitqtwwnA9wbdYmQBgw_x494_y1151_w80_h117.png,val,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KOVEitqtwwnA9wbdYmQBgw.jpg,494,1151,80,117,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/test/other-sign/KcpkCCW6bboN1_cmEwgWxA_x3354_y978_w262_h114.png,test,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KcpkCCW6bboN1_cmEwgWxA.jpg,3354,978,262,114,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/test/other-sign/KcpkCCW6bboN1_cmEwgWxA_x474_y676_w332_h303.png,test,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KcpkCCW6bboN1_cmEwgWxA.jpg,474,676,332,303,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/test/other-sign/KcpkCCW6bboN1_cmEwgWxA_x2610_y1219_w52_h78.png,test,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KcpkCCW6bboN1_cmEwgWxA.jpg,2610,1219,52,78,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/test/other-sign/KcpkCCW6bboN1_cmEwgWxA_x2556_y1319_w166_h52.png,test,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KcpkCCW6bboN1_cmEwgWxA.jpg,2556,1319,166,52,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/train/other-sign/KpZxYl2aot0UNPhhpfKlYQ_x1738_y1141_w95_h54.png,train,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KpZxYl2aot0UNPhhpfKlYQ.jpg,1738,1141,95,54,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/train/other-sign/Kqy6sr39NwCp14WHq8GzjQ_x2980_y218_w236_h276.png,train,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/Kqy6sr39NwCp14WHq8GzjQ.jpg,2980,218,236,276,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/train/other-sign/Kqy6sr39NwCp14WHq8GzjQ_x2688_y1316_w76_h18.png,train,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/Kqy6sr39NwCp14WHq8GzjQ.jpg,2688,1316,76,18,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/train/other-sign/Kqy6sr39NwCp14WHq8GzjQ_x2659_y1404_w7_h19.png,train,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/Kqy6sr39NwCp14WHq8GzjQ.jpg,2659,1404,7,19,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/train/other-sign/Kqy6sr39NwCp14WHq8GzjQ_x3407_y1491_w29_h132.png,train,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/Kqy6sr39NwCp14WHq8GzjQ.jpg,3407,1491,29,132,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/train/other-sign/Kqy6sr39NwCp14WHq8GzjQ_x2202_y1543_w28_h25.png,train,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/Kqy6sr39NwCp14WHq8GzjQ.jpg,2202,1543,28,25,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/train/other-sign/KtP4mbZSwCNlZWHeeHJSzg_x1706_y691_w37_h32.png,train,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KtP4mbZSwCNlZWHeeHJSzg.jpg,1706,691,37,32,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/train/other-sign/KzjnzzyiZ07DZ2rO_YRbLg_x2173_y1700_w47_h50.png,train,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KzjnzzyiZ07DZ2rO_YRbLg.jpg,2173,1700,47,50,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/train/other-sign/KzjnzzyiZ07DZ2rO_YRbLg_x2526_y1637_w85_h102.png,train,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KzjnzzyiZ07DZ2rO_YRbLg.jpg,2526,1637,85,102,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/train/other-sign/KzjnzzyiZ07DZ2rO_YRbLg_x2392_y1459_w83_h24.png,train,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KzjnzzyiZ07DZ2rO_YRbLg.jpg,2392,1459,83,24,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/train/other-sign/KzjnzzyiZ07DZ2rO_YRbLg_x1129_y1635_w43_h16.png,train,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KzjnzzyiZ07DZ2rO_YRbLg.jpg,1129,1635,43,16,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/train/other-sign/KzjnzzyiZ07DZ2rO_YRbLg_x1989_y1719_w39_h60.png,train,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KzjnzzyiZ07DZ2rO_YRbLg.jpg,1989,1719,39,60,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/train/other-sign/KzjnzzyiZ07DZ2rO_YRbLg_x653_y1582_w99_h110.png,train,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KzjnzzyiZ07DZ2rO_YRbLg.jpg,653,1582,99,110,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/train/other-sign/KzjnzzyiZ07DZ2rO_YRbLg_x2267_y1798_w27_h28.png,train,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KzjnzzyiZ07DZ2rO_YRbLg.jpg,2267,1798,27,28,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/train/other-sign/KzjnzzyiZ07DZ2rO_YRbLg_x2084_y1801_w22_h21.png,train,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KzjnzzyiZ07DZ2rO_YRbLg.jpg,2084,1801,22,21,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/train/other-sign/KzjnzzyiZ07DZ2rO_YRbLg_x1099_y1814_w22_h55.png,train,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/KzjnzzyiZ07DZ2rO_YRbLg.jpg,1099,1814,22,55,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/train/other-sign/L8DZnCd9nSa5IRfnRfjscA_x901_y1448_w55_h63.png,train,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/L8DZnCd9nSa5IRfnRfjscA.jpg,901,1448,55,63,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/train/other-sign/L8DZnCd9nSa5IRfnRfjscA_x898_y1508_w57_h31.png,train,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/L8DZnCd9nSa5IRfnRfjscA.jpg,898,1508,57,31,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/train/other-sign/LAMfit0z92ZBz3QLovzexQ_x1019_y287_w137_h109.png,train,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/LAMfit0z92ZBz3QLovzexQ.jpg,1019,287,137,109,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/train/other-sign/LAMfit0z92ZBz3QLovzexQ_x1020_y392_w140_h31.png,train,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/LAMfit0z92ZBz3QLovzexQ.jpg,1020,392,140,31,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/train/other-sign/LAMfit0z92ZBz3QLovzexQ_x760_y686_w61_h48.png,train,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/LAMfit0z92ZBz3QLovzexQ.jpg,760,686,61,48,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/train/other-sign/LAMfit0z92ZBz3QLovzexQ_x782_y709_w9_h9.png,train,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/LAMfit0z92ZBz3QLovzexQ.jpg,782,709,9,9,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/train/other-sign/LAMfit0z92ZBz3QLovzexQ_x652_y666_w25_h23.png,train,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/LAMfit0z92ZBz3QLovzexQ.jpg,652,666,25,23,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/train/other-sign/LAMfit0z92ZBz3QLovzexQ_x653_y690_w22_h14.png,train,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/LAMfit0z92ZBz3QLovzexQ.jpg,653,690,22,14,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/train/other-sign/LAMfit0z92ZBz3QLovzexQ_x743_y713_w14_h16.png,train,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/LAMfit0z92ZBz3QLovzexQ.jpg,743,713,14,16,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/train/other-sign/LAMfit0z92ZBz3QLovzexQ_x743_y729_w13_h5.png,train,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/LAMfit0z92ZBz3QLovzexQ.jpg,743,729,13,5,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/train/other-sign/LIhn-zSwDgKcNAI98aAy3g_x1417_y2113_w7_h8.png,train,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/LIhn-zSwDgKcNAI98aAy3g.jpg,1417,2113,7,8,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/train/other-sign/LIhn-zSwDgKcNAI98aAy3g_x1405_y2108_w10_h14.png,train,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/LIhn-zSwDgKcNAI98aAy3g.jpg,1405,2108,10,14,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/train/other-sign/LIhn-zSwDgKcNAI98aAy3g_x1358_y2109_w10_h10.png,train,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/LIhn-zSwDgKcNAI98aAy3g.jpg,1358,2109,10,10,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/train/other-sign/LIhn-zSwDgKcNAI98aAy3g_x735_y2045_w24_h8.png,train,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/LIhn-zSwDgKcNAI98aAy3g.jpg,735,2045,24,8,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/train/other-sign/LIhn-zSwDgKcNAI98aAy3g_x665_y2034_w65_h19.png,train,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/LIhn-zSwDgKcNAI98aAy3g.jpg,665,2034,65,19,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/train/other-sign/LIhn-zSwDgKcNAI98aAy3g_x1657_y2115_w10_h14.png,train,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/LIhn-zSwDgKcNAI98aAy3g.jpg,1657,2115,10,14,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/train/other-sign/LIhn-zSwDgKcNAI98aAy3g_x1749_y2094_w15_h16.png,train,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/LIhn-zSwDgKcNAI98aAy3g.jpg,1749,2094,15,16,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/train/other-sign/LIhn-zSwDgKcNAI98aAy3g_x1969_y1956_w82_h45.png,train,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/LIhn-zSwDgKcNAI98aAy3g.jpg,1969,1956,82,45,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/train/other-sign/LIhn-zSwDgKcNAI98aAy3g_x1061_y2069_w30_h30.png,train,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/LIhn-zSwDgKcNAI98aAy3g.jpg,1061,2069,30,30,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/train/other-sign/LIhn-zSwDgKcNAI98aAy3g_x684_y2084_w83_h24.png,train,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/LIhn-zSwDgKcNAI98aAy3g.jpg,684,2084,83,24,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/train/other-sign/LIhn-zSwDgKcNAI98aAy3g_x1980_y1738_w113_h81.png,train,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/LIhn-zSwDgKcNAI98aAy3g.jpg,1980,1738,113,81,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/train/other-sign/LIhn-zSwDgKcNAI98aAy3g_x1038_y2110_w20_h10.png,train,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/LIhn-zSwDgKcNAI98aAy3g.jpg,1038,2110,20,10,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/train/other-sign/LIhn-zSwDgKcNAI98aAy3g_x1017_y2088_w21_h12.png,train,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/LIhn-zSwDgKcNAI98aAy3g.jpg,1017,2088,21,12,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/train/other-sign/LZTktOyYV40bWZd0qUT1Zw_x533_y2019_w13_h14.png,train,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/LZTktOyYV40bWZd0qUT1Zw.jpg,533,2019,13,14,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/train/other-sign/LlaRmAopBtA4d9K8YioScA_x877_y1552_w115_h71.png,train,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/LlaRmAopBtA4d9K8YioScA.jpg,877,1552,115,71,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/train/other-sign/LlxP6KHddL--zXyryNKUCA_x2115_y886_w30_h34.png,train,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/LlxP6KHddL--zXyryNKUCA.jpg,2115,886,30,34,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/train/other-sign/Lq5Bg_ak1rpo9Ot5t_hSwA_x1368_y1514_w61_h64.png,train,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/Lq5Bg_ak1rpo9Ot5t_hSwA.jpg,1368,1514,61,64,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/train/other-sign/Lq5Bg_ak1rpo9Ot5t_hSwA_x1383_y1576_w41_h30.png,train,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/Lq5Bg_ak1rpo9Ot5t_hSwA.jpg,1383,1576,41,30,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/train/other-sign/Lq5Bg_ak1rpo9Ot5t_hSwA_x1946_y1478_w67_h95.png,train,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/Lq5Bg_ak1rpo9Ot5t_hSwA.jpg,1946,1478,67,95,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/test/other-sign/MeYAIXHn29LZ0ETWRV6Hnw_x700_y319_w9_h8.png,test,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/MeYAIXHn29LZ0ETWRV6Hnw.jpg,700,319,9,8,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/train/other-sign/NHIhwQtgYxbUdPuu5YZgNw_x28_y0_w1784_h589.png,train,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/NHIhwQtgYxbUdPuu5YZgNw.jpg,28,0,1784,589,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/train/other-sign/NHIhwQtgYxbUdPuu5YZgNw_x2185_y0_w1405_h479.png,train,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/NHIhwQtgYxbUdPuu5YZgNw.jpg,2185,0,1405,479,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/train/other-sign/NKkPOvisPNuT2zFJw7Awbw_x2306_y1371_w140_h140.png,train,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/NKkPOvisPNuT2zFJw7Awbw.jpg,2306,1371,140,140,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/train/other-sign/NKkPOvisPNuT2zFJw7Awbw_x2161_y1374_w150_h142.png,train,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/NKkPOvisPNuT2zFJw7Awbw.jpg,2161,1374,150,142,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/train/other-sign/NXYQcoWhg2vtv_R_Y8CxXQ_x181_y277_w80_h92.png,train,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/NXYQcoWhg2vtv_R_Y8CxXQ.jpg,181,277,80,92,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/train/other-sign/NXYQcoWhg2vtv_R_Y8CxXQ_x197_y282_w58_h54.png,train,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/NXYQcoWhg2vtv_R_Y8CxXQ.jpg,197,282,58,54,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/train/other-sign/NtJstL-zk4BJGCHCWOcW8w_x365_y363_w45_h45.png,train,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/NtJstL-zk4BJGCHCWOcW8w.jpg,365,363,45,45,128,True
/home/hkamble2/msa8395_project2/notebooks/results/subset/crops/train/other-sign/NtJstL-zk4BJGCHCWOcW8w_x358_y289_w47_h76.png,train,other-sign,/data/project/MSA8395/mapillary_traffic_sign_dataset/images/NtJstL-zk4BJGCHCWOcW8w.jpg,358,289,47,76,128,True
